source_language,target_language,source,reference,doc_id,client_id,sender,lp
en,pt-br,How may I assist you today?,Como posso ajudá-lo hoje?,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Eu entro numa partida e quando eu ou o adversário sai do jogo sou rediricionado e sai do ut,I enter a match and when either I or the opponent leaves the game I am redirected and leave the ut ,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Em todos os modos de jogo,In all game modes,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,No worries!,Não se preocupe!,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I'll help you avoiding such disconnections in PRS-ORG.,Vou ajudá-lo a evitar essas desconexões no PRS-ORG.,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Nao sei se e desconexao pois eu ja estou assim desde as 4 da manha,I don't know if it's a disconnection problem because it has been like this since 4 in the morning,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Did you disconnect from multiple games purposely before this started happening,Você se desconectou de vários jogos propositalmente antes que isso começasse a acontecer?,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Eu estava a fazer os swaps nos amigaveis,I was doing the swaps in the friendly,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Sim,Yes.,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Por causa dos swaps nos amigaveis estava fazendo golden goal,Because of the swaps in the friendly I was making a golden goal,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Faltava me 2 golos e uma assistência em profundidade,I lacked 2 goals and an in-depth assistance,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Okay got it.,"Ok, entendi.",626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,In this case I'll advise you to play an PRS-ORG mode such PRS-ORG.,"Nesse caso, aconselho você a jogar um modo PRS-ORG como Pelotão de Batalhas.",626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,And make sure to complete it this time and do not disconnect from the game.,E desta vez certifique-se de concluí-lo e não se desconectar do jogo.,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Then it should start working normally again.,"Então, ele deverá voltar a funcionar normalmente.",626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Let me know if you've any other queries for me?,Deixe-me saber se você tem alguma outra dúvida.,626eafcac4ce2e868c8409a1,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-M.","Thanks for contacting PRS-ORG Help, my name is NAME-M.",614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","To begin with, can you give me your name please?",614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Sim senhor,Yes sir,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,NAME-M,NAME-M,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Hey NAME-M,"Olá, NAME-M!",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,", I hope you are doing well, how may I assist you?","Espero que você esteja indo bem, em que posso ajudá-lo?",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Estou bem.,I am fine.,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Atualmente venho enfrentando alguns problemas no jogo PRS-ORG relacionado a bugs de recompensas,I'm currently facing some issues in the PRS-ORG game related to the bugs reward.,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Com o novo evento que tá acontecendo, mostra que já completei ele e já posso resgatar todas as recompensas","With the new event that is happening, it shows that I've already completed it and I can now redeem all the rewards",614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Mas eu estou travado em ALPHANUMERICID,But I'm stuck on ALPHANUMERICID,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"I see you are facing issue with your PRS-ORG rank, right?","Vejo que você está enfrentando problemas com sua classificação no PRS-ORG, certo?",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Exatamente,Exactly.,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Eu mandei as fotos,I sent the pictures,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Quando eu faço as missões já mostra que eu as conclui toda, mais me encontro ainda em ALPHANUMERICID","When I do the missions it already shows that I've completed them all, but I find myself still in ALPHANUMERICID",614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Please do not worry.,"Por favor, não se preocupe.",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I will try my best to assist you with your rank issue.,Tentarei o meu melhor para ajudá-lo com seu problema de classificação.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Let me check what I can do best for you.,Deixe-me verificar o melhor que posso fazer por você.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Tudo bem,All right,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Muito obrigado,Thank you very much,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Esse problema tá me deixando um pouco chateado, pois as recompensas do evento são recompensas muito boas e eu as não consigo resgatar por causa desse problema","This problem is making me a little upset, the event rewards are great, but I can't redeem them because of this problem.",614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,I am doing fine thanks for asking.,Eu estou bem obrigado por perguntar.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,As I have checked this is an emerging issue and our concerned team still working on it.,"Como verifiquei, este é um problema emergente e nossa equipe responsável ainda está trabalhando nisso.",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I would request you to please wait for sometime till our concerned team investigate the issue.,Peço que você aguarde algum tempo até que nossa equipe responsável investigue o problema.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,However for any latest update regarding patches you can visit to our social media twitter handle.,"No entanto, para qualquer atualização mais recente sobre essas correções, você pode visitar nosso perfil no Twitter.",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Tudo bem então,Okay then,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Achei que era somente comigo e ficou um pouco mais contente sabendo que vocês já vem trabalhando pra arrumar isso,I thought it was just me and I am a little happier now knowing that you've been working to fix this,614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Yes our concerned team is working on it.,"Sim, nossa equipe responsável está trabalhando nisso.",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Apart from it is there anything else I can help you with&gt;,"Além disso, há mais alguma coisa em que eu possa ajudá-lo?",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Tou bem mais calmo, não queria perder os itens desse evento kk","I'm much calmer, I didn't want to lose the items from this event LOL",614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Não, obrigado muitíssimo","No, thank you very much",614b416d47465e262d12ae55,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,You're welcome.,De nada.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I am glad I could assist.,Fico feliz por ter ajudado.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,It was nice talking to you.,Foi um prazer conversar com você.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Thanks for contacting PRS-ORG Help.,Obrigado por entrar em contato com a Ajuda PRS-ORG.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Please contact us back for any in-game queries &amp; visit URL for tips &amp; tricks.,Entre em contato conosco novamente para quaisquer dúvidas no jogo e visite o URL para dicas e truques.,614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"Take care of yourself, stay safe.","Cuide-se, fique seguro.",614b416d47465e262d12ae55,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Bom Dia NAME-N,Good day NAME-N,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Meu nome é NAME-M,My name is NAME-M,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Hey NAME-M,"Olá, NAME-M,",611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,", hope everything is good at your end.",", espero que tudo esteja bem por aí.",611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,How may I help you today?,Como posso ajudá-lo?,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Instalei o jogo PRS-ORG em espanhol,I installed the game PRS-ORG in Spanish,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,E agora não consigo alterar ele pra ingês,And now I can't change it to ingês,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,inglês*,English*,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,não achei nenhuma configuração no jogo e nem na PRS-ORG,I didn't find any settings in the game or in PRS-ORG,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,I'll surely look into this and help you in updating the language.,Certamente vou investigar isso e ajudá-lo a atualizar o idioma.,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"Could you let me know the Email address linked with your PRS-ORG account, please?","Você poderia me informar o endereço de e-mail vinculado à sua Conta PRS-ORG, por favor?",611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Obrigado,Thank you.,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,EMAIL,EMAIL,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Thank you!,Obrigado,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Please delete the game and uninstall the PRS-ORG and install it again and then restart the PC the issue will be fixed.,"Exclua o jogo, desinstale o PRS-ORG, instale-o novamente e reinicie o PC, o problema será corrigido.",611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,kkkkkk mas isso ai ja é óbvio amigo,LOL But that's obvious my friend,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Achei que teria outra forma de mudar sem ter a necessidade de baixar 8GB de jogo novamente,I thought there would be another way to change without having to download an 8GB game again,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Mas imaginei que não teria outra forma,But I figured there would be no other way,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Agradeço de qualquer maneira,Thank you anyway,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"I understand the feeling once you have done the this, the issue will be fixed.","Eu te entendo, mas assim que você tiver feito isso, o problema será corrigido.",611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,It's been a pleasure chatting with you!,Foi um prazer conversar com você!,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Thank you for contacting us.,Obrigado por entrar em contato.,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,In case there would be any further issue please do not hesitate to contact us back again.,"Caso haja mais algum problema, não hesite em nos contatar novamente.",611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Have a great day and stay safe!,Tenha um ótimo dia e fique seguro!,611fa4413ae9b0a3ffde7ebf,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-M.","Thank you for contacting PRS-ORG Help, my name is NAME-M.",63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","To begin with, could you please tell me your name?",63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,NAME-N,NAME-N,63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Hey NAME-M, nice to meet you.","Olá, NAME-M, prazer em conhecê-lo.",63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I hope you are well.,Espero que esteja tudo bem.,63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,How can I help you today?,Como posso ajudá-lo hoje?,63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,boa noite o meu PRS-ORG o  Modo Carreira não esta mas trazendo o aquivos quando eu abro o jogo,"Good evening, my PRS-ORG Career Mode is not uploading the files when I open the game",63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,é sempre como se fosse a primeira vez,it's always like the first time,63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Would you please explain your concern more, so that I can assist you accordingly?","Você poderia explicar melhor a sua preocupação, para que eu possa ajudá-lo adequadamente?",63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,tenho que escolher time controle e joga aquela partida,I have to choose a control team and play that match,63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,já desinstalei 3 vezes mas o problema continua,I have already uninstalled it 3 times but the problem continues,63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,vi dicas para trocar se assistido para semi assistido na hora funciona  mas ao reiniciar o jogo o bug volta,"I have seen tips to change from assisted to semi-assisted,  it works at the time, but when restarting the game the bug returns",63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,May I know what exact error are you getting?,Poderia me informar exatamante qual é o erro que você está recebendo?,63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,perco meu salver game,I lose my saved game,63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,toda vez tenho que refazer,every time I have to redo,63b5fa179c0bd58141232752,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Seems like this is a bug issue.,Parece que este é um problema de bug.,63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,We appreciate you letting us know about it.,Obrigado por nos informar sobre esse problema.,63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I am going to document this right away.,Vou documentar isso imediatamente.,63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"Actually, you’re the first one to alert us about this and for that we thank you.","Na verdade, você é o primeiro a nos contatar sobre isso e, por isso, agradecemos.",63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I have shared your feedback and reported the bug issue.,Compartilhei seus comentários e sinalizei o problema de bug.,63b5fa179c0bd58141232752,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-N.","Thank you for contacting PRS-ORG Help, my name is NAME-N.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","To begin with, could you please tell me your name?",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,NAME-M,NAME-M,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Hey NAME-M!,"Olá, NAME-M.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Its great to meet you.,É ótimo conhecê-lo.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,How may I assist you today?,Como posso ajudá-lo hoje?,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Olá, o meu irmão fez um PRS-ORG na PRS-ORG na minha conta sem querer.","Hi, my brother accidentally made an PRS-ORG on PRS-ORG on my account.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Enganou-se porem eu sai prejudicado pois ele enviou os jogadores da minha equipa.,"He was wrong, but I was harmed because he sent the players from my team.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Seria possivel reinvidicar os jogadores?,Would it be possible to claim the players?,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Desde já peço desculpa pelo incomodo.,I apologize in advance for the inconvenience.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Alright, If I got you correct, some players have been submitted to PRS-ORG and you want them back.","Tudo bem, se entendi corretamente, alguns jogadores foram enviados para a PRS-ORG e você os quer de volta.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Is that right?,Isso está certo?,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Sim, se fosse possível, pois foi um mero engano do meu irmão mais novo.","Yes, if it is possible, as it was a mere mistake on the part of my younger brother.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Peço desculpa novamente.,I apologize again.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,I sincerely apologize for this experience!,Peço sinceras desculpas por esta experiência!,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Please do not worry!,"Por favor, não se preocupe.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I will try my best to assist you with your PRS-ORG concern.,Farei o possível para ajudá-lo quanto a sua preocupação com a PRS-ORG.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,May I know your email registered with your PRS-ORG account?,Posso saber seu e-mail registrado em sua Conta PRS-ORG?,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,EMAIL,EMAIL,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,É o mail do meu pai pois já jogo PRS-ORG nesta conta á muito tempo,"It is my father's e-mail, because I have been playing PRS-ORG on this account for a long time",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Thank you for the information!,Obrigado pela informação.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,E nessa altura ainda nao tinha mail.,And at that time I still didn't have an email.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Se pudesse ser o pessoal era mais conviniente.,If it could be my private e-mail it would be more convenient.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"I really appreciate your patronage with PRS-ORG, however I sincerely apologize as once an PRS-ORG is submitted we are not able to revert the players.","Eu realmente aprecio seu apoio à PRS-ORG, no entanto, peço sinceras desculpas, pois assim que um PRS-ORG for enviado, não podemos reverter os jogadores.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"As much as I would like to help you, the system will not allow us to make any change here.","Por mais que eu gostaria de ajudá-lo, o sistema não nos permitirá fazer nenhuma alteração aqui.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Thank you for being so kind and patient with me over this chat!,Obrigado por ser tão gentil e paciente comigo nesta conversa!,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"Apart from this, is there anything else I may assist you with?","Além disso, há mais alguma coisa com que eu possa ajudar?",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Obrigado de qualquer das formas.,Thanks anyway.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Resto de boa noite!,Have a good night!,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,I appreciate your understanding!,Agradeço sua compreensão.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Thank you for contacting PRS-ORG.,Obrigado por entrar em contato com a PRS-ORG.,6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"If you have any other issue, feel free to reach us back via URL.","Se você tiver qualquer outro problema, sinta-se à vontade para entrar em contato conosco por meio do URL.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"It was a pleasure talking with you, have a great day ahead and stay safe.","Foi um prazer conversar com você, tenha um ótimo dia e fique seguro.",6386a6c7badf813a033fc9ce,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Oi amigos, bom dia.","Hi friends, good morning.",62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,customer,pt-br-en
pt-br,en,"Eu fui ver agora que meus 300 de bonus não entrou, poxa eu não sabia que tinha que ser em jogo acima de 1.80, eu perdi porque fui apostar tudo, pensando que teria bonus, não teria como liberar?","I just saw that my 300 bonus was not posted, I did not know that it had to be in games above 1,80. I lost it because I went all in thinking I would have a bonus, could you open an exception?",62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,customer,pt-br-en
pt-br,en,D:,D:,62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,customer,pt-br-en
en,pt-br,Hi!,"Olá,",62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,agent,en-pt-br
en,pt-br,Thank you for visiting our PRS-ORG support!,Obrigado por visitar nosso Suporte PRS-ORG!,62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,agent,en-pt-br
en,pt-br,My name is NAME-M and I am here to help you.,"Meu nome é NAME-M, e estou aqui para ajudá-lo.",62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,agent,en-pt-br
pt-br,en,"Desculpe, não vi que tinha que ser acima de 180","Sorry, I didn't see that it had to be above 180",62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,customer,pt-br-en
pt-br,en,vi agora quando fui solicitar,I just saw it when I was trying to redeem,62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,customer,pt-br-en
pt-br,en,Fiz o deposito de 300 justamente pra poder jogar tranquila,I made a precise 300 deposit so I could play with peace of mind,62cf1defa6f69361112ab056,0014I00001n0ZN7QAM,customer,pt-br-en
