source_language,target_language,source,reference,doc_id,client_id,sender
ko,en,ALPHANUMERICID을 구매하면 ALPHANUMERICID이 메인이되고 ALPHANUMERICID을 자식으로 사용할 예정입니다.,"When I purchase the ALPHANUMERICID, I plan to have the ALPHANUMERICID as the main and the ALPHANUMERICID as the child.",645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,customer
ko,en,PRS-ORG 구성이 되는것으로 이해했습니다.,I understood it to be a PRS-ORG configuration.,645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,customer
ko,en,지원감사합니다.,Thank you for your support.,645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,customer
en,ko,Alright I see.,알겠습니다.,645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,agent
en,ko,You're welcome.,천만에요!,645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,agent
en,ko,"Just incase you will be having a hard time connecting it, please contact us back so that we can assist you with it.",연결하는 데 어려움을 겪으시면 다시 연락하여 도와드릴 수 있습니다.,645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,agent
en,ko,"For now, may I know is there anything else that I can still assist you with for today?",제가 도움을 드릴 수 있는 다른 사항이 있을까요?,645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,agent
ko,en,없습니다 감사합니다!!,No thanks!!!,645dafb62e08407be8b3a6f4,0014I00001gtbedQAA,customer
ko,en,PRS-ORG에 문의해 주셔서 감사합니다.,Thank you for contacting PRS-ORG.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,제 이름은 NAME-M 입니다.,My name is NAME-M.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,고객님의 성함을 알려 주시겠습니까?,Can you tell us your name?,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,NAME-M,NAME-M,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,NAME-M,NAME-M,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
en,ko,Hello !,안녕하세요.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,Nice to meet you.,반갑습니다.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,How may I help you today?,오늘 제가 어떻게 도와 드릴까요?,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
ko,en,현재 제가 쓰는 이메일 주소가 통합이 되어 사용이 불가능한 상황이라 변경을 요청드리고 싶습니다.,I would like to request a change as my current email address is not available due to the integration.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,같은 이메일인데 주소가 달라서 메일이 오지 않습니다.,"It's the same email, but the address is different.",646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,EMAIL 을 사용하고 있는데 EMAIL 으로 변경을 원합니다,EMAIL and I want to change it to EMAIL,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
en,ko,Oh ok!,알겠습니다.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,"Not to worry, I get your concern here is regarding changing email on account.",걱정하지 마십시오. 계정의 이메일 변경과 관련하여 귀하의 우려 사항을 이해합니다.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,Let me know if I understood that properly!,제가 제대로 이해했는지 알려주세요!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
ko,en,네 맞습니다.,"Yes, that's right.",646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,계정의 이메일 변경을 하고 싶습니다.,I want to change the email for my account.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
en,ko,"Perfect, lets quickly work on that for you.",좋습니다. 신속하게 작업할 수 있도록 도와 드리겠습니다.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,"If you have access to email, let me know if you can change it using URL",이메일에 액세스할 수 있는 경우 URL을 사용하여 변경할 수 있는지 알려 주십시오.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
ko,en,불가능합니다.,This is not possible.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,"수정을 하는데 이메일 인증이 필요한데, 현재 주소로는 메일 자체가 오지를 않습니다.","I need email verification to make a modification, and the email itself isn't coming to my current address.",646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,@URL과 @URL은 같은 주소이니 @URL으로 변경하면 메일을 확인할 수 있습니다,"Since @URL and @URL are the same address, changing to @URL will allow you to check your mail",646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
en,ko,"You can use PHONENUMBER, PHONENUMBER these codes and see if you can change email!","PHONENUMBER, PHONENUMBER을 사용하여 이메일을 변경할 수 있는지 확인하실 수 있습니다!",646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,"If you cannot, then I will make it for you!",할 수 없으시면 제가 도와 드리겠습니다!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
ko,en,멋있어요!,Cool!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,해결되었습니다!!!!,Resolved!!!!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
en,ko,Perfect.,완벽합니다!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,Anything else from me at this moment!,또 도와드릴 일이 있을까요?,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,"Feel free to share, would love to get it clarified to you!",자유롭게 공유하세요. 명확하게 알려드리고 싶습니다!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
ko,en,괜찮습니다!,You're welcome.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,이메일 주소가 해결된 순간 저에게 다른 장애물은 존재하지 않습니다!,"Once the email address is resolved, there are no other obstacles for me!",646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,정말 고마워요!,Thank you so much!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
ko,en,행복한 하루 보내시길 바랍니다!!,Have a great day!!!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,customer
en,ko,Hey thanks to you for taking some time and making a contact to PRS-ORG.,안녕하세요. 시간을 내서 PRS-ORG에 문의해 주셔서 감사합니다.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,"Have a nice time ahead, it was nice talking to you.",좋은 시간 보내세요. 당신과 이야기해서 좋았습니다.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,Good luck with everything ahead and spread a smile.,앞으로의 모든 일에 행운을 빕니다. 미소 가득한 하루가 되었으면 좋겠습니다.,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
en,ko,Enjoy yourself.,잘 지내세요!,646250eafc7f2aa3dbd02d54,0015800001EMz0vAAD,agent
ko,en,안녕하세요?,Hello.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,PRS-ORG에서 PRS-ORG을 구매하였습니다.,I bought a PRS-ORG from PRS-ORG.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
en,ko,"Hello, This is NAME-M .","안녕하세요, 저는 NAME-M 입니다.",63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,How may I help you today ?,오늘 제가 어떻게 도와 드릴까요?,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
ko,en,"2대를 구매해서, PRS-ORG를 설정하여 사용했습니다.",I bought 2 units and set up and used PRS-ORG.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,그러다 1대는 PRS-ORG로 펌웨어를 업그레이드 하여 정상 동작하나,"Then, one unit is operated normally by upgrading the firmware with PRS-ORG.",63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,나머지 1대가 Child node 상태에서 그냥 벽돌이 되었습니다.,The remaining one just became a brick in the child node state.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,다른 것은 건드린 것이 없고,I haven't touched anything else,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,그냥 Factory reset를 여러번 해 보아도 살아나지가 않습니다.,"Even after doing a factory reset several times, it doesn't work.",63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,해결 방법이 없을까요?,Is there any solution?,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
en,ko,To assist you further with your concern .,귀하의 우려 사항에 대해 더 드리기 위해,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,We need the assistance of our PRS-ORG technical support team  .,PRS-ORG 기술 지원 팀의 지원이 필요합니다.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,Here's there hotline number PHONENUMBER option 1 .,핫라인 번호 PHONENUMBER 옵션 1이 있습니다.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,They only have phone support .,전화 지원만 있습니다.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
ko,en,전화번호를 다시 알려주세요,Please give me your phone number again,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,1800 다음이 뭔가요?,1800 What's next?,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
en,ko,PHONENUMBER option 1 .,PHONENUMBER 옵션 1.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,Just to set your expectation .,"주의하실 점은,",63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,We only process replacement for PRS-ORG non networking product like screen protector .,저희는 화면 보호 필름와 같은 PRS-ORG 비네트 워킹 제품에 대한 교체만 처리합니다.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,Feel free to contact the hotline number .,핫라인 번호에 자유롭게 연락하십시오.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
ko,en,여기는 한국입니다.,I am in Korea.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
ko,en,한국에서 전화 하려면 어떻게 해야 하나요?,How do I make a phone call from Korea?,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,customer
en,ko,Let me check .,한 번 확인해 보겠습니다.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
en,ko,Here's the hotline number PHONENUMBER.,핫라인 번호는 PHONENUMBER 입니다.,63b68e38823cb4607dd0a643,0014I00001gtbedQAA,agent
ko,en,PRS-ORG에 문의해 주셔서 감사합니다.,Thank you for contacting PRS-ORG.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,제 이름은 NAME-M 입니다.,My name is NAME-M.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,고객님의 성함을 알려 주시겠습니까?,Can you tell us your name?,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,NAME-N 입니다,This is NAME-N.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
en,ko,"Hey NAME-M, nice to meet you.","안녕하세요 NAME-M님, 만나서 반갑습니다.",647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,Hope you are doing well?,잘 지내고 계시지요?,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,"So, how may I help you today?",오늘은 무엇을 도와드릴까요?,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
ko,en,"First Name: NAME-N, Last Name: NAME-N","First Name: NAME-N, Last Name: NAME-N",647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,"PRS-ORG App으로 PRS-ORG를 실행했지만 실행되지 않습니다 (Run PRS-ORG with PRS-ORG App, but it didn't work)","Run PRS-ORG with PRS-ORG App, but it didn't work (Run PRS-ORG with PRS-ORG App, but it didn't work)",647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,어떻게 실행이 안되는지는 사진으로 첨부했습니다,I've attached a picture of how it doesn't work,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,PRS-ORG 시작메뉴까진 들어가지는데 플레이버튼을 누르면 추가로 인증을 요구합니다,"PRS-ORG I can get to the start menu, but when I press the play button, it asks for additional authentication.",647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
en,ko,"Just to confirm, your concern is regarding to launch your game.",귀하가 말씀하신 부분 다시 한 번 확인하겠습니다. 지금 현재 문제가 게임 시작과 관련한 것입니까?,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,Am I correct?,맞습니까?,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
ko,en,네 맞습니다,"Yes, that's right",647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
en,ko,"No worries, I will help you with your concern.",걱정하지 마세요. 제가 도와 드리겠습니다.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,As you want to launch your game.,게임을 실행하고 싶으신 것으로 알고 있습니다.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,"I just got this case investigated by the concerned team and am happy to tell you that you’ve nothing to worry about, looks like a few other players have reported this issue as well, however, the good news here is that the studio is already aware of it and is already working on a fix, it’s getting rectified as we speak, thanks for your patience on this one and again do not worry we got your back on this one.",방금 관련 팀에서 이 사례를 조사했으며 걱정할 필요가 없다는 것을 알려 드리게 되어 기쁩니다. 몇 가지 다른 플레이어도 이 문제를 보고 한 것 같습니다. 그러나 여기서 좋은 소식은 스튜디오가 이미 알고 있으며 이미 수정 작업을 진행하고 있다는 것 입니다. 저희가 말하는 것에 대해 고객님의 인내심에 감사드립니다.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,I would request you to please keep an eye on our official Website and Social media page for further updates and information.,추가 업데이트 및 정보는 공식 웹 사이트 및 소셜 미디어 페이지에서 확인해 주시기 바랍니다.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,You may follow the below links for reference- 1.,참조를 위해 아래 링크를 따를 수 있습니다 - 1.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,PRS-ORG page link-URL 2.,PRS-ORG 페이지 링크 URL 2.,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
en,ko,Official website- URL,공식 웹 사이트 - URL,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,agent
ko,en,알겠습니다 기다렸다가 계속 안되면 일주일 정도 있다가 연락 드리겠습니다,"Okay, we'll wait, and if it doesn't work, we'll get back to you in a week or so.",647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,사례 종료 하셔도 괜찮습니다,It's okay to close the case,647c041c875d1dfb1d339e33,0015800001EMz0vAAD,customer
ko,en,PRS-ORG에 문의해 주셔서 감사합니다.,Thank you for contacting PRS-ORG.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,제 이름은 NAME-N 입니다.,My name is NAME-N.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,고객님의 성함을 알려 주시겠습니까?,Can you tell us your name?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,NAME-M 입니다,NAME-M,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,제 카드가 사라졌습니다.,My card is gone.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,오랜만에 게임을 하는데 몇 카드가 없어졌습니다,I haven't played in a while and I'm missing some cards,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,Few of my players are gone and I have no idea why,Few of my players are gone and I have no idea why,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
en,ko,"Hello there ,I hope you are doing good.",안녕하세요. 잘 지내고 계신가요?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,So you mean to say the account is hacked correct?,계정이 해킹되었다고 말씀하시는 것이 맞습니까?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
ko,en,해킹 되었던것 같아요,I think it's been hacked,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,I assume it was hacked,I assume it was hacked,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,Not every card just a few,Not every card just a few,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
en,ko,That sure is concerning that your account was compromised.,고객님의 계정에 문제가 있는 것은 확실합니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,"Not to worry, I will try and help you in getting the account secured and accessing it back.",걱정하지 마세요. 계정을 다시 액세스하는 데 도움을 드리겠습니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Could you please help me out with your email  and username linked to the account ?,계정에 연결된 이메일과 사용자 이름를 알려 주시겠습니까?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
ko,en,EMAIL,EMAIL,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,입니다.,.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,"목록을 말하자면 NAME-M, NAME-M, NAME-M, NAME-M, NAME-M 등 입니다","The list is: NAME-M, NAME-M, NAME-M, NAME-M, NAME-M, etc.",6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,그리고 제가 한적없었던 PRS-ORG 하나가 완료 되어있었습니다.,"And one PRS-ORG, which I had never done, was complete.",6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
en,ko,As I have checked the account there is no suspicious login hence the account is not hacked .,계정을 확인한 결과 의심스러운 로그인이 없으므로 계정이 해킹되지 않습니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
ko,en,해킹되지 않았지만 카드가 사라진거라고 말씀하시는 겁니까?,Are you saying that the card is missing even though it wasn't hacked?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
en,ko,Please check someone else  from the house has the access to the account .,계정에 액세스할 수 있는 집의 다른 사람이 있는지 확인하십시오.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Yea the account is not hacked,"예, 계정이 해킹되지 않습니다.",6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
ko,en,동거인에게 확인해보았습니다.,I checked with my housemate.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,계정에 손대지 않았다고 합니다,They say they haven't touched the account,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,카드 복구는 어렵습니까?,Is card recovery difficult?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
en,ko,I have checked the account thrice and i dont find any suspicious logins on the account,계정을 세 번 확인했으며 계정에서 의심스러운 로그인을 찾을 수 없습니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Nope but you can recover upto max 5,최대 5개 까지 복구할 수 있습니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,URL.,URL.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Have a look at the article,해당 글을 살펴보십시오.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Do you have anything else that I can help you with?,제가 도와드릴 일이 더 있습니까?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
ko,en,PRS-ORG 목록에도 확인되지 않았습니다,Not identified in the PRS-ORG list,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
ko,en,그럼 복구는 어려운겁니까?,So it's hard to recover?,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,customer
en,ko,then I am sorry I will not be help you in the recovery,복구에 도움을 드리지 못해 죄송합니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Yeah they are not able to,"네, 그 들은 할 수 없습니다.",6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,I really appreciate your understanding here.,이해해 주셔서 정말 감사합니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Thanks for this kind behavior.,이런 친절한 행동에 감사드립니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Thanks for contacting PRS-ORG help.,PRS-ORG 서비스센터에 문의해 주셔서 감사합니다.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
en,ko,Have a great day.,좋은 하루 되세요.,6476c7bf6562e4c4c7f75cc8,0015800001EMz0vAAD,agent
ko,en,당신의 도움이 필요합니다,I need your help,614b8d93a034dc04a3196d6c,0014I00001gtbedQAA,customer
en,ko,PRS-ORG,PRS-ORG,614b8d93a034dc04a3196d6c,0014I00001gtbedQAA,agent
en,ko,PRS-ORG Ultra Screen Protector for PRS-ORG,PRS-ORG의PRS-ORG화면 보호 필름,614b8d93a034dc04a3196d6c,0014I00001gtbedQAA,agent
en,ko,"Protect your PRS-ORG, PRS-ORG, &amp; PRS-ORG series devices with this ultra-premium glass screen protector that is chemically engineered to be stronger than tempered glass and precision-cut so thinly that it delivers a flawless touchscreen experience.","이 초상화 필름을 사용하여 PRS-ORG, PRS-ORG 및 amp; PRS-ORG 시리즈 기기를 보호하십시오. 더 강하게 설계되어 완벽한 터치 스크린 경험을 제공합니다.",614b8d93a034dc04a3196d6c,0014I00001gtbedQAA,agent
ko,en,"PRS-ORG, PRS-ORG 및 amp; PRS-ORG시리즈 기기를 보호하십시오.","PRS-ORG, PRS-ORG and amp; Protect your PRS-ORG series devices.",614b8d93a034dc04a3196d6c,0014I00001gtbedQAA,customer
ko,en,이 초상화 필름화면 보호 필름가강화 유리및 정확성 잘 린보다 더 강하게 설계되어 완벽한 터치 스크린 경험을 제공합니다.,"This portrait film screen protector is designed to be tougher than tempered glass and precision cut lin, giving you the perfect touch screen experience.",614b8d93a034dc04a3196d6c,0014I00001gtbedQAA,customer
